City,Year,"Higher Education Expenditure","Elementary & Secondary Education Expenditure","Libraries Expenditure","Public Welfare Expenditure","Cash Assistance Expenditure","Police Protection Expenditure","Fire Protection Expenditure","Corrections Expenditure","Census ID - City"
"AZ: Mesa (City)",1977,0,0,17,0,0,142,96,3,32007008
"AZ: Mesa (City)",1978,0,0,21,0,0,150,99,2,32007008
"AZ: Mesa (City)",1979,0,0,25,0,0,161,100,2,32007008
"AZ: Mesa (City)",1980,0,0,103,0,0,196,107,2,32007008
"AZ: Mesa (City)",1981,0,0,41,0,0,218,97,2,32007008
"AZ: Mesa (City)",1982,0,0,34,0,0,193,101,2,32007008
"AZ: Mesa (City)",1983,0,0,39,1,0,234,116,2,32007008
"AZ: Mesa (City)",1984,0,0,45,0,0,224,118,1,32007008
"AZ: Mesa (City)",1985,0,0,49,1,0,255,128,2,32007008
"AZ: Mesa (City)",1986,0,0,46,1,0,228,144,2,32007008
"AZ: Mesa (City)",1987,0,0,68,1,0,237,148,2,32007008
"AZ: Mesa (City)",1988,0,0,44,2,0,263,142,2,32007008
"AZ: Mesa (City)",1989,0,0,41,1,0,274,122,2,32007008
"AZ: Mesa (City)",1990,0,0,38,1,0,245,113,5,32007008
"AZ: Mesa (City)",1991,0,0,36,1,0,247,115,6,32007008
"AZ: Mesa (City)",1992,0,0,60,1,0,299,174,6,32007008
"AZ: Mesa (City)",1993,0,0,36,0,0,236,101,0,32007008
"AZ: Mesa (City)",1994,0,0,36,0,0,259,99,0,32007008
"AZ: Mesa (City)",1995,0,0,44,0,0,270,107,0,32007008
"AZ: Mesa (City)",1996,0,0,44,0,0,271,108,0,32007008
"AZ: Mesa (City)",1997,0,0,40,0,0,319,122,0,32007008
"AZ: Mesa (City)",1998,0,0,53,7,0,319,115,0,32007008
"AZ: Mesa (City)",1999,0,0,44,8,0,345,135,0,32007008
"AZ: Mesa (City)",2000,0,0,43,10,0,390,133,0,32007008
"AZ: Mesa (City)",2001,0,0,43,0,0,387,147,0,32007008
"AZ: Mesa (City)",2002,0,0,44,5,0,415,153,0,32007008
"AZ: Mesa (City)",2003,0,0,55,4,0,377,172,0,32007008
"AZ: Mesa (City)",2004,0,0,38,6,0,378,145,0,32007008
"AZ: Mesa (City)",2005,0,0,38,16,0,390,154,0,32007008
"AZ: Mesa (City)",2006,0,0,33,8,0,382,167,0,32007008
"AZ: Mesa (City)",2007,0,0,31,9,0,409,163,0,32007008
"AZ: Mesa (City)",2008,0,0,31,10,0,471,173,0,32007008
"AZ: Mesa (City)",2009,0,0,27,8,0,474,168,0,32007008
"AZ: Mesa (City)",2010,0,0,21,5,0,423,186,0,32007008
"AZ: Mesa (City)",2011,0,0,22,7,0,383,158,0,32007008
"AZ: Mesa (City)",2012,0,0,21,8,0,376,182,0,32007008
"AZ: Mesa (City)",2013,0,0,19,7,0,382,179,0,32007008
"AZ: Mesa (City)",2014,0,0,15,0,0,406,146,0,32007008
"AZ: Mesa (City)",2015,0,0,14,0,0,350,132,0,32007008
"AZ: Phoenix (City)",1977,0,6,31,1,0,254,108,1,32007010
"AZ: Phoenix (City)",1978,0,6,23,2,0,263,112,3,32007010
"AZ: Phoenix (City)",1979,0,8,21,1,0,254,108,2,32007010
"AZ: Phoenix (City)",1980,0,7,20,4,0,245,103,2,32007010
"AZ: Phoenix (City)",1981,0,7,19,4,0,236,108,2,32007010
"AZ: Phoenix (City)",1982,0,7,19,4,0,231,103,2,32007010
"AZ: Phoenix (City)",1983,0,7,21,3,0,255,114,0,32007010
"AZ: Phoenix (City)",1984,0,11,21,2,0,249,115,0,32007010
"AZ: Phoenix (City)",1985,0,11,22,2,0,250,121,0,32007010
"AZ: Phoenix (City)",1986,0,13,23,1,0,261,123,0,32007010
"AZ: Phoenix (City)",1987,0,12,25,1,0,256,128,0,32007010
"AZ: Phoenix (City)",1988,0,13,25,1,0,264,130,0,32007010
"AZ: Phoenix (City)",1989,0,6,36,1,0,271,151,0,32007010
"AZ: Phoenix (City)",1990,0,6,37,2,0,289,149,0,32007010
"AZ: Phoenix (City)",1991,0,5,30,3,0,267,148,0,32007010
"AZ: Phoenix (City)",1992,0,0,26,0,0,264,143,0,32007010
"AZ: Phoenix (City)",1993,0,0,70,0,0,240,131,0,32007010
"AZ: Phoenix (City)",1994,0,3,23,0,0,254,142,0,32007010
"AZ: Phoenix (City)",1995,0,16,26,0,0,256,146,0,32007010
"AZ: Phoenix (City)",1996,0,15,27,0,0,255,159,0,32007010
"AZ: Phoenix (City)",1997,0,15,43,0,0,271,142,0,32007010
"AZ: Phoenix (City)",1998,0,16,36,0,0,278,143,0,32007010
"AZ: Phoenix (City)",1999,0,17,32,0,0,276,140,0,32007010
"AZ: Phoenix (City)",2000,0,17,32,0,0,291,178,0,32007010
"AZ: Phoenix (City)",2001,0,17,28,0,0,273,143,0,32007010
"AZ: Phoenix (City)",2002,0,18,29,0,0,306,160,0,32007010
"AZ: Phoenix (City)",2003,0,19,28,0,0,314,172,0,32007010
"AZ: Phoenix (City)",2004,0,19,32,0,0,326,169,0,32007010
"AZ: Phoenix (City)",2005,0,19,34,0,0,362,175,0,32007010
"AZ: Phoenix (City)",2006,0,15,33,0,0,315,161,0,32007010
"AZ: Phoenix (City)",2007,0,17,31,9,4,368,207,0,32007010
"AZ: Phoenix (City)",2008,0,16,35,5,3,359,215,0,32007010
"AZ: Phoenix (City)",2009,0,16,36,10,5,372,221,0,32007010
"AZ: Phoenix (City)",2010,0,17,28,2,0,380,231,0,32007010
"AZ: Phoenix (City)",2011,0,16,28,1,0,362,208,0,32007010
"AZ: Phoenix (City)",2012,0,17,26,1,0,342,206,0,32007010
"AZ: Phoenix (City)",2013,0,18,23,0,0,324,213,0,32007010
"AZ: Phoenix (City)",2014,0,16,22,0,0,314,200,0,32007010
"AZ: Phoenix (City)",2015,0,16,21,0,0,288,195,0,32007010
"AZ: Tucson (City)",1977,0,0,64,0,0,180,109,0,32010002
"AZ: Tucson (City)",1978,0,0,54,0,0,189,135,0,32010002
"AZ: Tucson (City)",1979,0,0,46,0,0,176,116,0,32010002
"AZ: Tucson (City)",1980,0,0,47,0,0,167,103,0,32010002
"AZ: Tucson (City)",1981,0,0,44,15,0,205,114,0,32010002
"AZ: Tucson (City)",1982,0,0,40,8,0,225,113,0,32010002
"AZ: Tucson (City)",1983,0,0,46,13,0,189,121,0,32010002
"AZ: Tucson (City)",1984,0,0,44,13,0,186,118,0,32010002
"AZ: Tucson (City)",1985,0,0,44,13,0,205,115,0,32010002
"AZ: Tucson (City)",1986,0,0,77,22,0,222,124,0,32010002
"AZ: Tucson (City)",1987,0,0,82,12,0,232,127,0,32010002
"AZ: Tucson (City)",1988,0,0,72,9,0,253,121,1,32010002
"AZ: Tucson (City)",1989,0,0,68,7,0,250,121,1,32010002
"AZ: Tucson (City)",1990,0,0,58,9,0,226,105,1,32010002
"AZ: Tucson (City)",1991,0,0,44,9,0,223,103,1,32010002
"AZ: Tucson (City)",1992,0,0,42,9,0,209,101,1,32010002
"AZ: Tucson (City)",1993,0,0,43,9,0,217,100,1,32010002
"AZ: Tucson (City)",1994,0,0,42,23,0,202,103,1,32010002
"AZ: Tucson (City)",1995,0,0,47,17,0,207,109,1,32010002
"AZ: Tucson (City)",1996,0,0,48,18,0,210,120,1,32010002
"AZ: Tucson (City)",1997,0,0,50,17,0,209,136,1,32010002
"AZ: Tucson (City)",1998,0,0,50,18,0,225,110,0,32010002
"AZ: Tucson (City)",1999,0,0,49,42,0,237,107,0,32010002
"AZ: Tucson (City)",2000,0,0,49,0,0,268,112,0,32010002
"AZ: Tucson (City)",2001,0,0,52,0,0,282,114,0,32010002
"AZ: Tucson (City)",2002,0,0,55,0,0,282,118,0,32010002
"AZ: Tucson (City)",2003,0,69,104,0,0,310,128,0,32010002
"AZ: Tucson (City)",2004,0,0,49,0,0,290,122,0,32010002
"AZ: Tucson (City)",2005,0,0,54,0,0,318,167,0,32010002
"AZ: Tucson (City)",2006,0,0,55,0,0,323,134,0,32010002
"AZ: Tucson (City)",2007,0,0,0,0,0,286,131,0,32010002
"AZ: Tucson (City)",2008,0,0,0,0,0,350,166,0,32010002
"AZ: Tucson (City)",2009,0,0,0,0,0,341,172,0,32010002
"AZ: Tucson (City)",2010,0,0,0,0,0,331,179,0,32010002
"AZ: Tucson (City)",2011,0,0,0,0,0,337,161,0,32010002
"AZ: Tucson (City)",2012,0,0,0,0,0,268,156,0,32010002
"AZ: Tucson (City)",2013,0,0,0,0,0,218,155,0,32010002
"AZ: Tucson (City)",2014,0,0,0,0,0,218,155,0,32010002
"AZ: Tucson (City)",2015,0,0,0,0,0,226,161,0,32010002
"CA: Fresno (City)",1977,0,0,0,0,0,209,140,0,52010005
"CA: Fresno (City)",1978,0,0,0,18,0,218,137,0,52010005
"CA: Fresno (City)",1979,0,0,0,0,0,199,137,0,52010005
"CA: Fresno (City)",1980,0,0,0,0,0,197,134,0,52010005
"CA: Fresno (City)",1981,0,0,0,0,0,191,129,0,52010005
"CA: Fresno (City)",1982,0,0,0,0,0,212,144,0,52010005
"CA: Fresno (City)",1983,0,0,0,0,0,210,146,0,52010005
"CA: Fresno (City)",1984,0,0,0,0,0,238,122,0,52010005
"CA: Fresno (City)",1985,0,0,0,0,0,253,121,0,52010005
"CA: Fresno (City)",1986,0,0,0,0,0,277,135,0,52010005
"CA: Fresno (City)",1987,0,0,0,0,0,285,126,0,52010005
"CA: Fresno (City)",1988,0,0,0,0,0,271,116,0,52010005
"CA: Fresno (City)",1989,0,0,0,0,0,204,91,0,52010005
"CA: Fresno (City)",1990,0,0,0,0,0,200,94,0,52010005
"CA: Fresno (City)",1991,0,0,0,0,0,199,96,0,52010005
"CA: Fresno (City)",1992,0,0,0,0,0,191,97,0,52010005
"CA: Fresno (City)",1993,0,0,0,0,0,275,105,0,52010005
"CA: Fresno (City)",1994,0,0,0,0,0,232,85,0,52010005
"CA: Fresno (City)",1995,0,0,0,0,0,235,85,0,52010005
"CA: Fresno (City)",1996,0,0,0,0,0,230,83,0,52010005
"CA: Fresno (City)",1997,0,0,0,0,0,234,77,0,52010005
"CA: Fresno (City)",1998,0,0,0,0,0,246,76,0,52010005
"CA: Fresno (City)",1999,0,0,0,0,0,265,86,0,52010005
"CA: Fresno (City)",2000,0,0,0,0,0,273,76,0,52010005
"CA: Fresno (City)",2001,0,0,0,0,0,268,78,0,52010005
"CA: Fresno (City)",2002,0,0,0,0,0,289,69,0,52010005
"CA: Fresno (City)",2003,0,0,0,0,0,294,67,0,52010005
"CA: Fresno (City)",2004,0,0,0,0,0,297,83,0,52010005
"CA: Fresno (City)",2005,0,0,0,0,0,311,104,0,52010005
"CA: Fresno (City)",2006,0,0,0,0,0,320,112,0,52010005
"CA: Fresno (City)",2007,0,0,0,0,0,336,118,0,52010005
"CA: Fresno (City)",2008,0,0,0,0,0,293,143,0,52010005
"CA: Fresno (City)",2009,0,0,0,0,0,348,136,0,52010005
"CA: Fresno (City)",2010,0,0,0,0,0,344,110,0,52010005
"CA: Fresno (City)",2011,0,0,0,0,0,314,104,0,52010005
"CA: Fresno (City)",2012,0,0,0,0,0,314,117,0,52010005
"CA: Fresno (City)",2013,0,0,0,0,0,296,118,0,52010005
"CA: Fresno (City)",2014,0,0,0,0,0,279,117,0,52010005
"CA: Fresno (City)",2015,0,0,0,0,0,294,116,0,52010005
"CA: Long Beach (City)",1977,0,0,45,0,0,320,207,16,52019026
"CA: Long Beach (City)",1978,0,0,50,0,0,329,194,17,52019026
"CA: Long Beach (City)",1979,0,0,41,0,0,288,199,20,52019026
"CA: Long Beach (City)",1980,0,0,40,0,0,286,190,18,52019026
"CA: Long Beach (City)",1981,0,0,41,0,0,303,214,21,52019026
"CA: Long Beach (City)",1982,0,0,44,0,0,316,216,21,52019026
"CA: Long Beach (City)",1983,0,0,47,0,0,356,227,20,52019026
"CA: Long Beach (City)",1984,0,0,47,0,0,352,223,19,52019026
"CA: Long Beach (City)",1985,0,0,49,0,0,359,227,20,52019026
"CA: Long Beach (City)",1986,0,0,52,0,0,368,224,23,52019026
"CA: Long Beach (City)",1987,0,0,56,0,0,380,229,17,52019026
"CA: Long Beach (City)",1988,0,0,53,0,0,364,223,19,52019026
"CA: Long Beach (City)",1989,0,0,52,0,0,349,218,18,52019026
"CA: Long Beach (City)",1990,0,0,53,0,0,358,234,17,52019026
"CA: Long Beach (City)",1991,0,0,52,0,0,378,225,19,52019026
"CA: Long Beach (City)",1992,0,0,51,0,0,379,222,18,52019026
"CA: Long Beach (City)",1993,0,0,51,0,0,408,168,0,52019026
"CA: Long Beach (City)",1994,0,0,53,0,0,392,149,0,52019026
"CA: Long Beach (City)",1995,0,0,47,0,0,405,140,0,52019026
"CA: Long Beach (City)",1996,0,0,50,0,0,546,180,0,52019026
"CA: Long Beach (City)",1997,0,0,60,0,0,409,188,0,52019026
"CA: Long Beach (City)",1998,0,0,36,0,0,430,179,0,52019026
"CA: Long Beach (City)",1999,0,0,36,0,0,411,173,0,52019026
"CA: Long Beach (City)",2000,0,0,37,0,0,412,174,0,52019026
"CA: Long Beach (City)",2001,0,0,34,0,0,378,186,0,52019026
"CA: Long Beach (City)",2002,0,0,38,0,0,437,189,0,52019026
"CA: Long Beach (City)",2003,0,0,38,0,0,456,157,0,52019026
"CA: Long Beach (City)",2004,0,0,35,0,0,413,157,0,52019026
"CA: Long Beach (City)",2005,0,0,35,0,0,456,175,0,52019026
"CA: Long Beach (City)",2006,0,0,35,0,0,443,172,0,52019026
"CA: Long Beach (City)",2007,0,0,29,0,0,587,164,0,52019026
"CA: Long Beach (City)",2008,0,0,38,0,0,474,154,0,52019026
"CA: Long Beach (City)",2009,0,0,43,0,0,471,160,0,52019026
"CA: Long Beach (City)",2010,0,0,37,0,0,493,153,0,52019026
"CA: Long Beach (City)",2011,0,0,35,0,0,478,149,0,52019026
"CA: Long Beach (City)",2012,0,0,34,0,0,463,143,0,52019026
"CA: Long Beach (City)",2013,0,0,33,0,0,459,141,0,52019026
"CA: Long Beach (City)",2014,0,0,39,0,0,480,130,0,52019026
"CA: Long Beach (City)",2015,0,0,33,0,0,458,132,0,52019026
"CA: Los Angeles (City)",1977,0,0,24,0,0,321,135,0,52019027
"CA: Los Angeles (City)",1978,0,0,23,0,0,315,133,0,52019027
"CA: Los Angeles (City)",1979,0,0,18,0,0,286,110,0,52019027
"CA: Los Angeles (City)",1980,0,0,19,0,0,260,122,0,52019027
"CA: Los Angeles (City)",1981,0,1,21,0,0,269,105,0,52019027
"CA: Los Angeles (City)",1982,0,0,21,0,0,268,119,0,52019027
"CA: Los Angeles (City)",1983,0,0,18,0,0,264,114,0,52019027
"CA: Los Angeles (City)",1984,0,0,18,0,0,274,114,1,52019027
"CA: Los Angeles (City)",1985,0,0,19,0,0,303,118,0,52019027
"CA: Los Angeles (City)",1986,0,0,21,0,0,295,123,0,52019027
"CA: Los Angeles (City)",1987,0,0,21,0,0,334,151,0,52019027
"CA: Los Angeles (City)",1988,0,0,23,0,0,312,123,0,52019027
"CA: Los Angeles (City)",1989,0,0,24,0,0,322,164,0,52019027
"CA: Los Angeles (City)",1990,0,0,26,0,0,335,130,0,52019027
"CA: Los Angeles (City)",1991,0,0,23,0,0,336,131,0,52019027
"CA: Los Angeles (City)",1992,0,0,23,0,0,324,132,0,52019027
"CA: Los Angeles (City)",1993,0,0,21,0,0,311,120,0,52019027
"CA: Los Angeles (City)",1994,0,0,20,0,0,321,122,0,52019027
"CA: Los Angeles (City)",1995,0,0,27,0,0,329,124,0,52019027
"CA: Los Angeles (City)",1996,0,0,26,0,0,354,130,0,52019027
"CA: Los Angeles (City)",1997,0,0,25,0,0,383,143,0,52019027
"CA: Los Angeles (City)",1998,0,0,30,0,0,370,143,0,52019027
"CA: Los Angeles (City)",1999,0,0,24,0,0,376,134,0,52019027
"CA: Los Angeles (City)",2000,0,0,21,0,0,384,141,0,52019027
"CA: Los Angeles (City)",2001,0,0,24,1,0,357,136,0,52019027
"CA: Los Angeles (City)",2002,0,0,25,1,0,412,156,0,52019027
"CA: Los Angeles (City)",2003,0,0,41,0,0,413,158,0,52019027
"CA: Los Angeles (City)",2004,0,0,46,0,0,555,172,0,52019027
"CA: Los Angeles (City)",2005,0,0,34,0,0,541,172,0,52019027
"CA: Los Angeles (City)",2006,0,0,33,0,0,532,189,0,52019027
"CA: Los Angeles (City)",2007,0,0,34,0,0,413,195,0,52019027
"CA: Los Angeles (City)",2008,0,0,31,0,0,564,151,0,52019027
"CA: Los Angeles (City)",2009,0,0,33,0,0,556,179,0,52019027
"CA: Los Angeles (City)",2010,0,0,31,0,0,544,149,0,52019027
"CA: Los Angeles (City)",2011,0,0,30,0,0,475,131,0,52019027
"CA: Los Angeles (City)",2012,0,0,30,0,0,475,125,0,52019027
"CA: Los Angeles (City)",2013,0,0,31,0,0,474,124,0,52019027
"CA: Los Angeles (City)",2014,0,0,36,0,0,515,138,0,52019027
"CA: Los Angeles (City)",2015,0,0,40,0,0,555,121,0,52019027
"CA: Oakland (City)",1977,0,6,32,0,0,252,187,16,52001009
"CA: Oakland (City)",1978,0,7,41,0,0,261,182,16,52001009
"CA: Oakland (City)",1979,0,8,40,0,0,250,184,16,52001009
"CA: Oakland (City)",1980,0,11,39,0,0,221,183,19,52001009
"CA: Oakland (City)",1981,0,13,36,0,0,236,187,21,52001009
"CA: Oakland (City)",1982,0,9,33,0,0,237,160,21,52001009
"CA: Oakland (City)",1983,0,12,33,0,0,245,154,24,52001009
"CA: Oakland (City)",1984,0,9,33,0,0,256,164,25,52001009
"CA: Oakland (City)",1985,0,8,37,0,0,272,161,27,52001009
"CA: Oakland (City)",1986,0,9,41,0,0,290,179,28,52001009
"CA: Oakland (City)",1987,0,10,39,0,0,292,172,27,52001009
"CA: Oakland (City)",1988,0,10,39,0,0,285,157,26,52001009
"CA: Oakland (City)",1989,0,9,41,6,0,285,164,22,52001009
"CA: Oakland (City)",1990,0,10,41,6,0,268,177,23,52001009
"CA: Oakland (City)",1991,0,13,37,6,0,324,169,25,52001009
"CA: Oakland (City)",1992,0,18,37,5,0,327,174,24,52001009
"CA: Oakland (City)",1993,0,0,42,0,0,464,250,0,52001009
"CA: Oakland (City)",1994,0,0,42,0,0,444,269,0,52001009
"CA: Oakland (City)",1995,0,0,46,0,0,412,240,0,52001009
"CA: Oakland (City)",1996,0,0,53,0,0,363,207,0,52001009
"CA: Oakland (City)",1997,0,0,55,0,0,387,206,0,52001009
"CA: Oakland (City)",1998,0,0,54,0,0,409,218,0,52001009
"CA: Oakland (City)",1999,0,0,55,0,0,430,219,0,52001009
"CA: Oakland (City)",2000,0,0,57,0,0,537,279,0,52001009
"CA: Oakland (City)",2001,0,0,52,0,0,503,267,0,52001009
"CA: Oakland (City)",2002,0,0,56,0,0,412,274,0,52001009
"CA: Oakland (City)",2003,0,0,58,0,0,561,311,0,52001009
"CA: Oakland (City)",2004,0,0,61,0,0,552,292,0,52001009
"CA: Oakland (City)",2005,0,0,66,0,0,585,294,0,52001009
"CA: Oakland (City)",2006,0,0,72,0,0,529,287,0,52001009
"CA: Oakland (City)",2007,0,0,80,0,0,576,290,0,52001009
"CA: Oakland (City)",2008,0,0,74,0,0,603,294,0,52001009
"CA: Oakland (City)",2009,0,0,68,0,0,615,293,0,52001009
"CA: Oakland (City)",2010,0,0,63,0,0,590,264,0,52001009
"CA: Oakland (City)",2011,0,0,63,0,0,536,251,0,52001009
"CA: Oakland (City)",2012,0,0,65,0,0,526,284,0,52001009
"CA: Oakland (City)",2013,0,0,63,0,0,553,269,0,52001009
"CA: Oakland (City)",2014,0,0,69,0,0,585,273,0,52001009
"CA: Oakland (City)",2015,0,0,69,0,0,615,318,0,52001009
"CA: Sacramento (City)",1977,0,0,41,0,0,264,174,0,52034005
"CA: Sacramento (City)",1978,0,0,38,0,0,273,187,0,52034005
"CA: Sacramento (City)",1979,0,0,28,0,0,254,172,0,52034005
"CA: Sacramento (City)",1980,0,0,29,0,0,260,181,0,52034005
"CA: Sacramento (City)",1981,0,0,30,0,0,262,186,0,52034005
"CA: Sacramento (City)",1982,0,0,30,0,0,271,176,0,52034005
"CA: Sacramento (City)",1983,0,0,28,0,0,254,165,0,52034005
"CA: Sacramento (City)",1984,0,0,47,0,0,267,162,0,52034005
"CA: Sacramento (City)",1985,0,0,29,0,0,270,175,0,52034005
"CA: Sacramento (City)",1986,0,0,33,0,0,293,178,0,52034005
"CA: Sacramento (City)",1987,0,0,34,0,0,297,173,0,52034005
"CA: Sacramento (City)",1988,0,0,31,0,0,291,175,0,52034005
"CA: Sacramento (City)",1989,0,1,32,0,0,292,163,0,52034005
"CA: Sacramento (City)",1990,0,1,33,0,0,287,166,0,52034005
"CA: Sacramento (City)",1991,0,0,37,0,0,282,161,0,52034005
"CA: Sacramento (City)",1992,0,1,39,0,0,313,172,0,52034005
"CA: Sacramento (City)",1993,0,0,37,0,0,315,172,0,52034005
"CA: Sacramento (City)",1994,0,0,31,0,0,298,171,0,52034005
"CA: Sacramento (City)",1995,0,0,28,0,0,279,182,0,52034005
"CA: Sacramento (City)",1996,0,0,24,0,0,282,192,0,52034005
"CA: Sacramento (City)",1997,0,0,24,0,0,297,188,0,52034005
"CA: Sacramento (City)",1998,0,0,24,0,0,290,194,0,52034005
"CA: Sacramento (City)",1999,0,0,24,0,0,332,190,0,52034005
"CA: Sacramento (City)",2000,0,0,23,0,0,276,184,0,52034005
"CA: Sacramento (City)",2001,0,0,23,0,0,301,164,0,52034005
"CA: Sacramento (City)",2002,0,0,23,0,0,342,173,0,52034005
"CA: Sacramento (City)",2003,0,0,25,0,0,350,189,0,52034005
"CA: Sacramento (City)",2004,0,0,23,0,0,328,185,0,52034005
"CA: Sacramento (City)",2005,0,0,23,0,0,367,200,0,52034005
"CA: Sacramento (City)",2006,0,0,7,0,0,382,212,0,52034005
"CA: Sacramento (City)",2007,0,0,25,0,0,344,168,0,52034005
"CA: Sacramento (City)",2008,0,0,30,0,0,372,213,0,52034005
"CA: Sacramento (City)",2009,0,0,80,0,0,361,223,0,52034005
"CA: Sacramento (City)",2010,0,0,107,0,0,371,236,0,52034005
"CA: Sacramento (City)",2011,0,0,35,0,0,327,213,0,52034005
"CA: Sacramento (City)",2012,0,0,28,0,0,308,198,0,52034005
"CA: Sacramento (City)",2013,0,0,28,0,0,307,202,0,52034005
"CA: Sacramento (City)",2014,0,0,27,0,0,299,207,0,52034005
"CA: Sacramento (City)",2015,0,0,31,0,0,319,215,0,52034005
"CA: San Diego (City)",1977,0,0,27,0,0,153,92,1,52037010
"CA: San Diego (City)",1978,0,0,25,0,0,151,86,1,52037010
"CA: San Diego (City)",1979,0,0,17,0,0,152,87,0,52037010
"CA: San Diego (City)",1980,0,0,17,0,0,155,82,0,52037010
"CA: San Diego (City)",1981,0,0,18,0,0,164,75,0,52037010
"CA: San Diego (City)",1982,0,0,17,0,0,156,73,0,52037010
"CA: San Diego (City)",1983,0,0,20,0,0,179,80,0,52037010
"CA: San Diego (City)",1984,0,0,21,0,0,182,80,0,52037010
"CA: San Diego (City)",1985,0,0,24,0,0,194,89,0,52037010
"CA: San Diego (City)",1986,0,0,26,0,0,207,94,0,52037010
"CA: San Diego (City)",1987,0,0,26,0,0,233,98,0,52037010
"CA: San Diego (City)",1988,0,0,26,2,0,247,98,0,52037010
"CA: San Diego (City)",1989,0,0,32,3,0,224,102,0,52037010
"CA: San Diego (City)",1990,0,0,25,3,0,235,98,0,52037010
"CA: San Diego (City)",1991,0,0,27,3,0,245,112,0,52037010
"CA: San Diego (City)",1992,0,0,32,0,0,261,116,2,52037010
"CA: San Diego (City)",1993,0,0,33,0,0,243,105,6,52037010
"CA: San Diego (City)",1994,0,0,31,0,0,251,101,6,52037010
"CA: San Diego (City)",1995,0,0,33,0,0,245,101,6,52037010
"CA: San Diego (City)",1996,0,0,31,0,0,253,105,7,52037010
"CA: San Diego (City)",1997,0,0,42,0,0,261,118,7,52037010
"CA: San Diego (City)",1998,0,0,30,0,0,286,119,7,52037010
"CA: San Diego (City)",1999,0,0,29,0,0,289,121,11,52037010
"CA: San Diego (City)",2000,0,0,27,0,0,320,127,11,52037010
"CA: San Diego (City)",2001,0,0,30,0,0,311,115,10,52037010
"CA: San Diego (City)",2002,0,0,35,0,0,290,122,0,52037010
"CA: San Diego (City)",2003,0,0,48,0,0,257,130,0,52037010
"CA: San Diego (City)",2004,0,0,53,0,0,282,148,0,52037010
"CA: San Diego (City)",2005,0,0,52,0,0,349,168,0,52037010
"CA: San Diego (City)",2006,0,0,35,0,0,325,155,0,52037010
"CA: San Diego (City)",2007,0,0,42,0,0,353,171,0,52037010
"CA: San Diego (City)",2008,0,0,47,0,0,351,172,0,52037010
"CA: San Diego (City)",2009,0,0,29,0,0,293,160,0,52037010
"CA: San Diego (City)",2010,0,0,28,0,0,287,157,0,52037010
"CA: San Diego (City)",2011,0,0,59,0,0,270,124,0,52037010
"CA: San Diego (City)",2012,0,0,75,0,0,243,138,0,52037010
"CA: San Diego (City)",2013,0,0,72,0,0,245,137,0,52037010
"CA: San Diego (City)",2014,0,0,37,0,0,240,130,0,52037010
"CA: San Diego (City)",2015,0,0,36,0,0,241,136,0,52037010
"CA: San Francisco (City)",1977,0,10,32,650,427,298,222,71,52038001
"CA: San Francisco (City)",1978,0,18,34,624,322,270,203,85,52038001
"CA: San Francisco (City)",1979,0,83,40,570,287,286,193,93,52038001
"CA: San Francisco (City)",1980,0,74,37,538,275,296,193,93,52038001
"CA: San Francisco (City)",1981,0,71,34,532,300,282,171,87,52038001
"CA: San Francisco (City)",1982,0,148,33,532,300,306,183,112,52038001
"CA: San Francisco (City)",1983,0,96,41,492,284,348,201,86,52038001
"CA: San Francisco (City)",1984,0,94,42,519,313,341,191,85,52038001
"CA: San Francisco (City)",1985,0,106,46,523,309,370,199,90,52038001
"CA: San Francisco (City)",1986,0,118,48,536,308,364,204,92,52038001
"CA: San Francisco (City)",1987,0,123,49,556,320,357,219,99,52038001
"CA: San Francisco (City)",1988,0,114,50,558,294,354,221,108,52038001
"CA: San Francisco (City)",1989,0,125,47,571,297,332,224,122,52038001
"CA: San Francisco (City)",1990,0,127,48,619,320,359,244,110,52038001
"CA: San Francisco (City)",1991,0,155,183,660,333,379,241,122,52038001
"CA: San Francisco (City)",1992,0,128,65,659,330,393,242,120,52038001
"CA: San Francisco (City)",1993,0,127,67,671,324,409,248,198,52038001
"CA: San Francisco (City)",1994,0,132,136,667,311,433,287,164,52038001
"CA: San Francisco (City)",1995,0,134,113,646,301,466,297,136,52038001
"CA: San Francisco (City)",1996,0,139,143,639,278,492,291,138,52038001
"CA: San Francisco (City)",1997,0,132,97,598,231,566,317,141,52038001
"CA: San Francisco (City)",1998,0,194,76,601,195,562,321,167,52038001
"CA: San Francisco (City)",1999,0,193,90,593,181,585,316,155,52038001
"CA: San Francisco (City)",2000,0,169,91,695,124,601,333,169,52038001
"CA: San Francisco (City)",2001,0,183,85,751,108,633,350,179,52038001
"CA: San Francisco (City)",2002,0,163,93,794,117,650,357,219,52038001
"CA: San Francisco (City)",2003,0,165,98,792,147,624,361,246,52038001
"CA: San Francisco (City)",2004,0,168,89,704,149,476,341,234,52038001
"CA: San Francisco (City)",2005,0,167,94,735,149,485,328,285,52038001
"CA: San Francisco (City)",2006,0,162,95,964,195,505,336,271,52038001
"CA: San Francisco (City)",2007,0,166,104,905,226,531,358,281,52038001
"CA: San Francisco (City)",2008,0,0,103,890,211,530,334,290,52038001
"CA: San Francisco (City)",2009,0,0,109,738,252,547,347,259,52038001
"CA: San Francisco (City)",2010,0,0,107,669,233,533,323,248,52038001
"CA: San Francisco (City)",2011,0,0,108,609,265,499,323,221,52038001
