City,Year,"Higher Education Expenditure","Elementary & Secondary Education Expenditure","Libraries Expenditure","Public Welfare Expenditure","Cash Assistance Expenditure","Police Protection Expenditure","Fire Protection Expenditure","Corrections Expenditure","Census ID - City"
"OK: Oklahoma (City)",1982,0,0,0,0,0,160,109,6,372055015
"OK: Oklahoma (City)",1983,0,0,0,0,0,144,114,6,372055015
"OK: Oklahoma (City)",1984,0,0,0,0,0,158,115,6,372055015
"OK: Oklahoma (City)",1985,0,0,0,0,0,151,109,6,372055015
"OK: Oklahoma (City)",1986,0,0,0,0,0,141,117,6,372055015
"OK: Oklahoma (City)",1987,0,0,0,0,0,148,111,6,372055015
"OK: Oklahoma (City)",1988,0,0,0,0,0,178,123,6,372055015
"OK: Oklahoma (City)",1989,0,0,0,0,0,315,125,5,372055015
"OK: Oklahoma (City)",1990,0,0,0,0,0,200,160,9,372055015
"OK: Oklahoma (City)",1991,0,0,0,0,0,238,200,1,372055015
"OK: Oklahoma (City)",1992,0,0,0,0,0,261,186,6,372055015
"OK: Oklahoma (City)",1993,0,0,0,0,0,233,193,0,372055015
"OK: Oklahoma (City)",1994,0,0,0,0,0,232,228,0,372055015
"OK: Oklahoma (City)",1995,0,0,0,0,0,279,261,0,372055015
"OK: Oklahoma (City)",1996,0,0,0,0,0,271,232,0,372055015
"OK: Oklahoma (City)",1997,0,0,0,0,0,276,238,0,372055015
"OK: Oklahoma (City)",1998,0,0,0,0,0,273,243,0,372055015
"OK: Oklahoma (City)",1999,0,0,0,0,0,286,238,0,372055015
"OK: Oklahoma (City)",2000,0,0,0,0,0,294,247,0,372055015
"OK: Oklahoma (City)",2001,0,0,0,0,0,283,251,0,372055015
"OK: Oklahoma (City)",2002,0,0,0,0,0,292,262,0,372055015
"OK: Oklahoma (City)",2003,0,0,0,0,0,299,259,0,372055015
"OK: Oklahoma (City)",2004,0,0,0,0,0,279,253,0,372055015
"OK: Oklahoma (City)",2005,0,0,0,0,0,275,250,0,372055015
"OK: Oklahoma (City)",2006,0,0,0,0,0,282,250,0,372055015
"OK: Oklahoma (City)",2007,0,0,0,0,0,296,252,0,372055015
"OK: Oklahoma (City)",2008,0,0,0,0,0,306,268,0,372055015
"OK: Oklahoma (City)",2009,0,0,0,0,0,324,248,0,372055015
"OK: Oklahoma (City)",2010,0,0,0,0,0,320,274,0,372055015
"OK: Oklahoma (City)",2011,0,0,0,0,0,311,255,0,372055015
"OK: Oklahoma (City)",2012,0,0,0,0,0,279,241,0,372055015
"OK: Oklahoma (City)",2013,0,0,0,0,0,291,242,0,372055015
"OK: Oklahoma (City)",2014,0,0,0,0,0,336,263,0,372055015
"OK: Oklahoma (City)",2015,0,12,0,0,0,292,242,0,372055015
"OK: Tulsa (City)",1977,0,0,1,0,0,140,117,7,372072010
"OK: Tulsa (City)",1978,0,0,1,0,0,118,110,7,372072010
"OK: Tulsa (City)",1979,0,0,1,0,0,118,103,7,372072010
"OK: Tulsa (City)",1980,0,0,3,0,0,115,108,7,372072010
"OK: Tulsa (City)",1981,0,0,1,0,0,120,113,7,372072010
"OK: Tulsa (City)",1982,0,0,0,0,0,138,125,8,372072010
"OK: Tulsa (City)",1983,0,0,0,0,0,147,135,9,372072010
"OK: Tulsa (City)",1984,0,0,0,0,0,156,134,10,372072010
"OK: Tulsa (City)",1985,0,0,0,0,0,179,150,10,372072010
"OK: Tulsa (City)",1986,0,0,0,0,0,219,151,10,372072010
"OK: Tulsa (City)",1987,0,0,0,0,0,198,156,10,372072010
"OK: Tulsa (City)",1988,0,1,0,0,0,208,150,1,372072010
"OK: Tulsa (City)",1989,0,0,0,0,0,172,139,1,372072010
"OK: Tulsa (City)",1990,0,0,0,0,0,188,153,1,372072010
"OK: Tulsa (City)",1991,0,0,0,0,0,201,167,0,372072010
"OK: Tulsa (City)",1992,0,0,0,0,0,216,161,1,372072010
"OK: Tulsa (City)",1993,0,0,0,0,0,228,161,0,372072010
"OK: Tulsa (City)",1994,0,0,0,0,0,245,162,0,372072010
"OK: Tulsa (City)",1995,0,0,0,0,0,259,164,0,372072010
"OK: Tulsa (City)",1996,0,0,0,0,0,260,155,0,372072010
"OK: Tulsa (City)",1997,0,0,0,1,0,263,193,0,372072010
"OK: Tulsa (City)",1998,0,0,0,0,0,269,160,0,372072010
"OK: Tulsa (City)",1999,0,0,0,39,0,285,176,0,372072010
"OK: Tulsa (City)",2000,0,0,0,46,0,306,202,0,372072010
"OK: Tulsa (City)",2001,0,0,0,35,0,308,180,0,372072010
"OK: Tulsa (City)",2002,0,0,0,97,0,314,187,0,372072010
"OK: Tulsa (City)",2003,0,0,0,90,0,302,182,0,372072010
"OK: Tulsa (City)",2004,0,0,0,98,0,282,169,0,372072010
"OK: Tulsa (City)",2005,0,0,0,86,0,217,171,0,372072010
"OK: Tulsa (City)",2006,0,0,0,70,0,232,175,0,372072010
"OK: Tulsa (City)",2007,0,0,0,76,0,234,180,0,372072010
"OK: Tulsa (City)",2008,0,0,0,76,0,234,180,0,372072010
"OK: Tulsa (City)",2009,0,0,0,84,0,240,181,0,372072010
"OK: Tulsa (City)",2010,0,0,0,77,0,218,168,0,372072010
"OK: Tulsa (City)",2011,0,0,0,43,0,224,163,0,372072010
"OK: Tulsa (City)",2012,0,0,0,41,0,237,191,0,372072010
"OK: Tulsa (City)",2013,0,0,0,42,0,240,192,0,372072010
"OK: Tulsa (City)",2014,0,0,0,55,0,265,178,0,372072010
"OK: Tulsa (City)",2015,0,0,0,44,0,263,185,0,372072010
"OR: Portland (City)",1977,0,0,0,0,0,260,179,0,382026003
"OR: Portland (City)",1978,0,0,0,0,0,261,178,0,382026003
"OR: Portland (City)",1979,0,0,0,0,0,247,171,0,382026003
"OR: Portland (City)",1980,0,0,0,0,0,232,162,0,382026003
"OR: Portland (City)",1981,0,0,0,0,0,230,155,0,382026003
"OR: Portland (City)",1982,0,6,0,0,0,255,162,0,382026003
"OR: Portland (City)",1983,0,0,0,0,0,250,161,0,382026003
"OR: Portland (City)",1984,0,0,0,0,0,326,142,0,382026003
"OR: Portland (City)",1985,0,0,0,0,0,269,188,0,382026003
"OR: Portland (City)",1986,0,0,0,0,0,264,187,0,382026003
"OR: Portland (City)",1987,0,0,0,0,0,295,196,0,382026003
"OR: Portland (City)",1988,0,0,0,0,0,300,189,0,382026003
"OR: Portland (City)",1989,0,0,0,0,0,291,180,0,382026003
"OR: Portland (City)",1990,0,0,0,1,0,296,188,0,382026003
"OR: Portland (City)",1991,0,0,0,0,0,238,176,0,382026003
"OR: Portland (City)",1992,0,0,0,0,0,253,169,0,382026003
"OR: Portland (City)",1993,0,0,0,0,0,264,186,0,382026003
"OR: Portland (City)",1994,0,0,0,0,0,269,186,0,382026003
"OR: Portland (City)",1995,0,0,0,0,0,293,186,0,382026003
"OR: Portland (City)",1996,0,0,0,0,0,302,192,0,382026003
"OR: Portland (City)",1997,0,0,0,0,0,294,176,0,382026003
"OR: Portland (City)",1998,0,0,0,0,0,268,154,0,382026003
"OR: Portland (City)",1999,0,0,0,0,0,290,161,0,382026003
"OR: Portland (City)",2000,0,0,0,0,0,286,155,0,382026003
"OR: Portland (City)",2001,0,0,0,0,0,263,178,0,382026003
"OR: Portland (City)",2002,0,0,0,0,0,320,177,0,382026003
"OR: Portland (City)",2003,0,0,0,0,0,296,179,0,382026003
"OR: Portland (City)",2004,0,0,0,0,0,303,175,0,382026003
"OR: Portland (City)",2005,0,0,0,0,0,310,171,0,382026003
"OR: Portland (City)",2006,0,0,0,0,0,310,179,0,382026003
"OR: Portland (City)",2007,0,0,0,0,0,308,178,0,382026003
"OR: Portland (City)",2008,0,0,0,0,0,305,173,0,382026003
"OR: Portland (City)",2009,0,0,0,0,0,309,191,0,382026003
"OR: Portland (City)",2010,0,0,0,0,0,317,168,0,382026003
"OR: Portland (City)",2011,0,0,0,0,0,308,172,0,382026003
"OR: Portland (City)",2012,0,0,0,0,0,310,173,0,382026003
"OR: Portland (City)",2013,0,0,0,0,0,306,165,0,382026003
"OR: Portland (City)",2014,0,0,0,0,0,323,161,0,382026003
"OR: Portland (City)",2015,0,0,0,3,0,324,188,0,382026003
"PA: Philadelphia (City)",1977,0,6,39,114,0,390,126,93,392051001
"PA: Philadelphia (City)",1978,0,6,50,163,0,407,130,103,392051001
"PA: Philadelphia (City)",1979,0,10,33,147,0,389,123,94,392051001
"PA: Philadelphia (City)",1980,0,0,34,146,0,365,121,93,392051001
"PA: Philadelphia (City)",1981,0,1,28,127,0,329,107,107,392051001
"PA: Philadelphia (City)",1982,0,7,32,122,0,347,111,123,392051001
"PA: Philadelphia (City)",1983,0,11,35,115,0,345,118,135,392051001
"PA: Philadelphia (City)",1984,0,10,33,121,0,339,128,126,392051001
"PA: Philadelphia (City)",1985,0,10,34,143,0,328,121,124,392051001
"PA: Philadelphia (City)",1986,0,2,37,157,0,345,133,119,392051001
"PA: Philadelphia (City)",1987,0,0,34,182,0,366,130,117,392051001
"PA: Philadelphia (City)",1988,0,0,35,198,0,358,131,139,392051001
"PA: Philadelphia (City)",1989,0,0,40,219,0,344,131,152,392051001
"PA: Philadelphia (City)",1990,0,0,42,223,0,356,133,154,392051001
"PA: Philadelphia (City)",1991,0,0,40,246,0,371,137,151,392051001
"PA: Philadelphia (City)",1992,0,0,41,235,0,381,136,155,392051001
"PA: Philadelphia (City)",1993,0,0,39,257,0,358,131,149,392051001
"PA: Philadelphia (City)",1994,0,0,39,269,0,351,126,203,392051001
"PA: Philadelphia (City)",1995,0,0,41,290,0,339,126,187,392051001
"PA: Philadelphia (City)",1996,0,0,41,296,0,359,130,221,392051001
"PA: Philadelphia (City)",1997,0,0,59,297,0,402,135,220,392051001
"PA: Philadelphia (City)",1998,0,0,57,313,0,404,141,226,392051001
"PA: Philadelphia (City)",1999,0,0,58,326,0,412,142,238,392051001
"PA: Philadelphia (City)",2000,0,0,57,350,0,430,135,231,392051001
"PA: Philadelphia (City)",2001,0,0,53,365,0,441,142,277,392051001
"PA: Philadelphia (City)",2002,0,0,49,395,0,448,141,300,392051001
"PA: Philadelphia (City)",2003,0,0,44,450,0,477,145,293,392051001
"PA: Philadelphia (City)",2004,0,0,42,466,0,461,149,297,392051001
"PA: Philadelphia (City)",2005,0,0,41,493,0,426,146,300,392051001
"PA: Philadelphia (City)",2006,0,0,39,453,0,416,141,286,392051001
"PA: Philadelphia (City)",2007,0,0,40,398,0,423,155,369,392051001
"PA: Philadelphia (City)",2008,0,0,41,470,0,431,145,300,392051001
"PA: Philadelphia (City)",2009,0,0,38,344,0,431,143,321,392051001
"PA: Philadelphia (City)",2010,0,0,40,392,0,429,144,281,392051001
"PA: Philadelphia (City)",2011,0,0,27,276,0,370,128,234,392051001
"PA: Philadelphia (City)",2012,0,0,29,395,0,423,138,191,392051001
"PA: Philadelphia (City)",2013,0,0,29,292,0,440,140,233,392051001
"PA: Philadelphia (City)",2014,0,0,25,290,0,444,137,242,392051001
"PA: Philadelphia (City)",2015,0,0,29,244,0,411,172,243,392051001
"PA: Pittsburgh (City)",1977,0,0,24,0,0,220,161,0,392002056
"PA: Pittsburgh (City)",1978,0,0,21,0,0,232,209,0,392002056
"PA: Pittsburgh (City)",1979,0,0,21,0,0,239,153,0,392002056
"PA: Pittsburgh (City)",1980,0,0,21,0,0,216,142,0,392002056
"PA: Pittsburgh (City)",1981,0,0,20,0,0,220,143,0,392002056
"PA: Pittsburgh (City)",1982,0,0,20,0,0,232,149,0,392002056
"PA: Pittsburgh (City)",1983,0,0,24,0,0,245,167,0,392002056
"PA: Pittsburgh (City)",1984,0,0,22,0,0,248,177,0,392002056
"PA: Pittsburgh (City)",1985,0,0,22,0,0,269,182,0,392002056
"PA: Pittsburgh (City)",1986,0,0,22,0,0,267,200,0,392002056
"PA: Pittsburgh (City)",1987,0,0,163,0,0,232,193,0,392002056
"PA: Pittsburgh (City)",1988,0,0,24,0,0,207,164,0,392002056
"PA: Pittsburgh (City)",1989,0,0,31,0,0,212,192,0,392002056
"PA: Pittsburgh (City)",1990,0,0,25,0,0,212,182,0,392002056
"PA: Pittsburgh (City)",1991,0,0,25,0,0,258,200,0,392002056
"PA: Pittsburgh (City)",1992,0,0,27,0,0,273,205,0,392002056
"PA: Pittsburgh (City)",1993,0,0,25,0,0,322,195,0,392002056
"PA: Pittsburgh (City)",1994,0,0,25,0,0,288,203,0,392002056
"PA: Pittsburgh (City)",1995,0,0,25,0,0,330,211,0,392002056
"PA: Pittsburgh (City)",1996,0,0,0,0,0,283,187,0,392002056
"PA: Pittsburgh (City)",1997,0,0,0,0,0,278,194,0,392002056
"PA: Pittsburgh (City)",1998,0,0,0,0,0,297,203,0,392002056
"PA: Pittsburgh (City)",1999,0,0,0,0,0,301,202,0,392002056
"PA: Pittsburgh (City)",2000,0,0,0,0,0,280,207,0,392002056
"PA: Pittsburgh (City)",2001,0,0,0,0,0,274,211,0,392002056
"PA: Pittsburgh (City)",2002,0,0,0,0,0,293,223,0,392002056
"PA: Pittsburgh (City)",2003,0,0,0,0,0,303,236,0,392002056
"PA: Pittsburgh (City)",2004,0,0,0,0,0,282,240,0,392002056
"PA: Pittsburgh (City)",2005,0,0,0,0,0,238,241,0,392002056
"PA: Pittsburgh (City)",2006,0,0,0,0,0,222,207,0,392002056
"PA: Pittsburgh (City)",2007,0,0,0,0,0,237,181,0,392002056
"PA: Pittsburgh (City)",2008,0,0,0,0,0,235,170,0,392002056
"PA: Pittsburgh (City)",2009,0,0,0,0,0,280,178,0,392002056
"PA: Pittsburgh (City)",2010,0,0,0,0,0,265,186,0,392002056
"PA: Pittsburgh (City)",2011,0,0,0,0,0,281,183,0,392002056
"PA: Pittsburgh (City)",2012,0,0,0,0,0,269,180,0,392002056
"PA: Pittsburgh (City)",2013,0,0,0,0,0,271,184,0,392002056
"PA: Pittsburgh (City)",2014,0,0,0,0,0,247,196,0,392002056
"PA: Pittsburgh (City)",2015,0,0,0,0,0,265,189,0,392002056
"TN: Memphis (City)",1977,0,987,23,5,0,202,178,1,432079005
"TN: Memphis (City)",1978,0,955,30,5,0,209,177,2,432079005
"TN: Memphis (City)",1979,0,932,1,4,0,195,168,2,432079005
"TN: Memphis (City)",1980,0,883,29,4,0,192,157,2,432079005
"TN: Memphis (City)",1981,0,852,27,3,0,202,157,2,432079005
"TN: Memphis (City)",1982,0,770,23,2,0,219,153,1,432079005
"TN: Memphis (City)",1983,0,891,25,1,0,191,144,68,432079005
"TN: Memphis (City)",1984,0,901,26,1,0,191,156,0,432079005
"TN: Memphis (City)",1985,0,979,28,1,0,195,157,0,432079005
"TN: Memphis (City)",1986,0,"1,048",27,0,0,194,163,0,432079005
"TN: Memphis (City)",1987,0,"1,087",28,0,0,193,167,0,432079005
"TN: Memphis (City)",1988,0,"1,084",29,0,0,213,164,0,432079005
"TN: Memphis (City)",1989,0,"1,083",32,0,0,193,163,0,432079005
"TN: Memphis (City)",1990,0,"1,120",29,0,0,191,159,0,432079005
"TN: Memphis (City)",1991,0,"1,142",27,0,0,199,164,0,432079005
"TN: Memphis (City)",1992,0,"1,204",25,0,0,205,163,0,432079005
"TN: Memphis (City)",1993,0,"1,263",24,0,0,196,160,0,432079005
"TN: Memphis (City)",1994,0,"1,304",24,0,0,220,173,0,432079005
"TN: Memphis (City)",1995,0,"1,264",42,0,0,205,169,0,432079005
"TN: Memphis (City)",1996,0,"1,353",59,0,0,257,172,0,432079005
"TN: Memphis (City)",1997,0,"1,364",61,0,0,301,182,0,432079005
"TN: Memphis (City)",1998,0,"1,459",54,0,0,321,178,0,432079005
"TN: Memphis (City)",1999,0,"1,535",69,0,0,318,200,0,432079005
"TN: Memphis (City)",2000,0,"1,621",76,0,0,398,214,0,432079005
"TN: Memphis (City)",2001,0,"1,902",68,0,0,375,209,0,432079005
"TN: Memphis (City)",2002,0,"1,722",43,0,0,310,206,0,432079005
"TN: Memphis (City)",2003,0,"1,871",41,0,0,321,220,0,432079005
"TN: Memphis (City)",2004,0,"1,958",41,0,0,336,222,0,432079005
"TN: Memphis (City)",2005,0,"1,821",41,0,0,369,239,0,432079005
"TN: Memphis (City)",2006,0,"1,804",32,0,0,328,241,0,432079005
"TN: Memphis (City)",2007,2,"1,913",30,0,0,301,233,0,432079005
"TN: Memphis (City)",2008,0,"1,974",29,0,0,368,279,0,432079005
"TN: Memphis (City)",2009,0,"1,963",29,0,0,389,299,0,432079005
"TN: Memphis (City)",2010,0,"1,997",28,0,0,393,292,0,432079005
"TN: Memphis (City)",2011,0,"1,980",28,0,0,404,284,0,432079005
"TN: Memphis (City)",2012,0,"1,935",25,0,0,366,257,0,432079005
"TN: Memphis (City)",2013,0,"1,856",24,0,0,376,248,0,432079005
"TN: Memphis (City)",2014,0,0,25,0,0,386,261,0,432079005
"TN: Memphis (City)",2015,0,0,25,0,0,364,263,0,432079005
"TN: Nashville (City)",1977,0,"1,073",25,30,11,174,93,25,432019003
"TN: Nashville (City)",1978,0,"1,036",25,32,12,172,124,27,432019003
"TN: Nashville (City)",1979,0,940,23,30,8,156,101,25,432019003
"TN: Nashville (City)",1980,0,850,22,29,8,150,94,27,432019003
"TN: Nashville (City)",1981,0,799,22,30,4,164,95,29,432019003
"TN: Nashville (City)",1982,0,760,22,30,4,173,91,30,432019003
"TN: Nashville (City)",1983,0,774,23,27,2,163,96,42,432019003
"TN: Nashville (City)",1984,0,775,24,28,2,166,95,40,432019003
"TN: Nashville (City)",1985,0,863,24,27,2,185,90,42,432019003
"TN: Nashville (City)",1986,0,968,27,30,2,193,102,47,432019003
"TN: Nashville (City)",1987,0,999,26,30,2,184,104,51,432019003
"TN: Nashville (City)",1988,0,"1,111",27,31,2,204,113,72,432019003
"TN: Nashville (City)",1989,0,"1,108",28,38,2,218,127,89,432019003
"TN: Nashville (City)",1990,0,964,27,44,1,199,120,67,432019003
"TN: Nashville (City)",1991,0,919,27,30,1,193,118,104,432019003
"TN: Nashville (City)",1992,0,916,30,39,1,215,132,104,432019003
"TN: Nashville (City)",1993,0,876,29,37,1,206,126,99,432019003
"TN: Nashville (City)",1994,0,"1,067",27,40,1,253,175,85,432019003
"TN: Nashville (City)",1995,0,"1,148",29,39,1,240,175,87,432019003
"TN: Nashville (City)",1996,0,"1,197",29,34,1,253,175,89,432019003
"TN: Nashville (City)",1997,0,"1,207",29,49,1,256,175,105,432019003
"TN: Nashville (City)",1998,0,"1,212",28,58,2,276,180,108,432019003
"TN: Nashville (City)",1999,0,"1,523",27,43,2,289,179,111,432019003
"TN: Nashville (City)",2000,0,"1,293",28,61,2,258,173,115,432019003
"TN: Nashville (City)",2001,0,"1,265",31,40,1,254,163,105,432019003
"TN: Nashville (City)",2002,0,"1,335",40,52,3,277,188,114,432019003
"TN: Nashville (City)",2003,0,"1,420",44,78,0,291,200,115,432019003
"TN: Nashville (City)",2004,0,"1,541",46,68,0,342,210,87,432019003
"TN: Nashville (City)",2005,0,"1,389",42,68,0,319,205,104,432019003
"TN: Nashville (City)",2006,0,"1,397",45,57,0,326,208,107,432019003
"TN: Nashville (City)",2007,0,"1,355",42,60,0,341,223,114,432019003
"TN: Nashville (City)",2008,0,"1,484",43,56,0,342,225,113,432019003
"TN: Nashville (City)",2009,0,"1,435",38,56,0,318,200,107,432019003
"TN: Nashville (City)",2010,0,"1,449",34,58,0,319,189,95,432019003
"TN: Nashville (City)",2011,0,"1,440",36,56,0,330,189,108,432019003
"TN: Nashville (City)",2012,0,"1,415",36,53,0,326,182,106,432019003
"TN: Nashville (City)",2013,0,"1,370",41,69,0,387,207,102,432019003
"TN: Nashville (City)",2014,0,"1,466",52,78,0,345,184,99,432019003
"TN: Nashville (City)",2015,0,"1,535",62,68,0,333,180,100,432019003
"TX: Arlington (City)",1977,0,0,20,7,0,83,58,0,442220001
"TX: Arlington (City)",1978,0,0,18,0,0,89,58,0,442220001
"TX: Arlington (City)",1979,0,0,18,0,0,88,67,0,442220001
"TX: Arlington (City)",1980,0,0,16,0,0,85,59,0,442220001
"TX: Arlington (City)",1981,0,0,16,0,0,86,58,0,442220001
"TX: Arlington (City)",1982,0,0,19,0,0,104,79,0,442220001
"TX: Arlington (City)",1983,0,0,21,0,0,111,91,0,442220001
"TX: Arlington (City)",1984,0,0,18,0,0,120,89,0,442220001
"TX: Arlington (City)",1985,0,0,18,0,0,127,105,0,442220001
"TX: Arlington (City)",1986,0,0,20,47,0,137,112,0,442220001
"TX: Arlington (City)",1987,0,0,6,0,0,174,124,0,442220001
"TX: Arlington (City)",1988,0,0,18,0,0,170,128,0,442220001
"TX: Arlington (City)",1989,0,0,17,0,0,207,116,0,442220001
"TX: Arlington (City)",1990,0,0,17,0,0,160,110,0,442220001
"TX: Arlington (City)",1991,0,0,18,6,0,146,104,0,442220001
"TX: Arlington (City)",1992,0,0,15,0,0,155,105,0,442220001
"TX: Arlington (City)",1993,0,0,1,0,0,160,104,0,442220001
"TX: Arlington (City)",1994,0,0,18,0,0,152,98,0,442220001
"TX: Arlington (City)",1995,0,0,17,0,0,159,99,0,442220001
"TX: Arlington (City)",1996,0,0,16,0,0,162,104,0,442220001
"TX: Arlington (City)",1997,0,0,23,0,0,184,101,0,442220001
"TX: Arlington (City)",1998,0,0,24,1,0,194,101,0,442220001
"TX: Arlington (City)",1999,0,0,17,15,0,189,105,0,442220001
"TX: Arlington (City)",2000,0,0,17,22,0,188,111,0,442220001
"TX: Arlington (City)",2001,0,0,25,16,0,202,115,0,442220001
"TX: Arlington (City)",2002,0,0,24,14,0,215,120,0,442220001
"TX: Arlington (City)",2003,0,0,21,17,0,229,125,0,442220001
"TX: Arlington (City)",2004,0,0,29,10,0,242,125,0,442220001
"TX: Arlington (City)",2005,0,0,23,1,0,236,125,0,442220001
"TX: Arlington (City)",2006,0,0,23,5,0,229,127,0,442220001
"TX: Arlington (City)",2007,0,0,26,2,0,226,125,0,442220001
"TX: Arlington (City)",2008,0,0,24,1,0,243,129,0,442220001
"TX: Arlington (City)",2009,0,0,22,3,0,258,136,0,442220001
"TX: Arlington (City)",2010,0,0,23,1,0,247,123,0,442220001
"TX: Arlington (City)",2011,0,0,20,1,0,250,114,0,442220001
"TX: Arlington (City)",2012,0,0,20,1,0,244,113,0,442220001
"TX: Arlington (City)",2013,0,0,23,1,0,236,114,0,442220001
"TX: Arlington (City)",2014,0,0,23,1,0,240,116,0,442220001
"TX: Arlington (City)",2015,0,0,19,0,0,239,117,0,442220001
"TX: Austin (City)",1977,0,0,94,6,0,138,80,7,442227001
"TX: Austin (City)",1978,0,0,46,4,0,131,86,7,442227001
"TX: Austin (City)",1979,0,0,71,3,0,143,88,6,442227001
"TX: Austin (City)",1980,0,0,51,3,0,128,91,5,442227001
"TX: Austin (City)",1981,0,0,33,0,0,167,88,5,442227001
"TX: Austin (City)",1982,0,0,32,4,0,209,95,6,442227001
"TX: Austin (City)",1983,0,0,37,4,0,195,102,0,442227001
"TX: Austin (City)",1984,0,0,38,3,0,200,103,0,442227001
"TX: Austin (City)",1985,0,0,39,3,0,205,110,0,442227001
"TX: Austin (City)",1986,0,0,48,4,0,206,119,0,442227001
"TX: Austin (City)",1987,0,0,47,5,0,237,138,0,442227001
"TX: Austin (City)",1988,0,0,34,5,0,226,150,0,442227001
"TX: Austin (City)",1989,0,0,33,6,0,201,135,0,442227001
"TX: Austin (City)",1990,0,0,26,7,0,175,119,0,442227001
"TX: Austin (City)",1991,0,0,27,6,0,176,118,0,442227001
"TX: Austin (City)",1992,0,0,28,3,0,175,119,0,442227001
"TX: Austin (City)",1993,0,0,25,18,0,186,126,0,442227001
"TX: Austin (City)",1994,0,0,26,20,0,185,136,0,442227001
"TX: Austin (City)",1995,0,0,36,20,0,201,130,0,442227001
"TX: Austin (City)",1996,0,0,28,19,0,194,125,0,442227001
"TX: Austin (City)",1997,0,2,34,18,0,193,133,0,442227001
"TX: Austin (City)",1998,0,0,28,16,0,192,128,0,442227001
"TX: Austin (City)",1999,0,0,30,19,0,211,134,0,442227001
"TX: Austin (City)",2000,0,0,37,19,0,213,148,0,442227001
"TX: Austin (City)",2001,0,0,37,19,0,226,148,0,442227001
"TX: Austin (City)",2002,0,0,34,16,0,243,140,0,442227001
"TX: Austin (City)",2003,0,0,35,20,0,308,152,0,442227001
"TX: Austin (City)",2004,0,0,32,19,0,332,161,0,442227001
"TX: Austin (City)",2005,0,0,30,17,0,300,151,0,442227001
"TX: Austin (City)",2006,0,0,30,17,0,302,152,0,442227001
"TX: Austin (City)",2007,0,0,33,0,0,306,162,0,442227001
"TX: Austin (City)",2008,0,0,35,0,0,303,167,0,442227001
"TX: Austin (City)",2009,0,0,40,0,0,333,180,0,442227001
"TX: Austin (City)",2010,0,0,40,0,0,338,173,0,442227001
"TX: Austin (City)",2011,0,0,35,0,0,351,166,0,442227001
"TX: Austin (City)",2012,0,0,37,0,0,347,165,0,442227001
"TX: Austin (City)",2013,0,0,38,0,0,341,164,0,442227001
"TX: Austin (City)",2014,0,0,38,0,0,340,164,0,442227001
"TX: Austin (City)",2015,0,0,61,0,0,341,163,0,442227001
"TX: Dallas (City)",1977,0,0,33,0,0,188,111,6,442057007
"TX: Dallas (City)",1978,0,0,32,0,0,214,116,6,442057007
"TX: Dallas (City)",1979,0,0,41,0,0,229,119,6,442057007
"TX: Dallas (City)",1980,0,0,54,0,0,181,113,6,442057007
"TX: Dallas (City)",1981,0,0,74,0,0,196,111,7,442057007
"TX: Dallas (City)",1982,0,0,54,0,0,193,113,8,442057007
"TX: Dallas (City)",1983,0,0,52,0,0,224,122,8,442057007
"TX: Dallas (City)",1984,0,0,37,0,0,221,130,9,442057007
"TX: Dallas (City)",1985,0,0,36,0,0,264,139,0,442057007
"TX: Dallas (City)",1986,0,0,36,0,0,258,141,0,442057007
"TX: Dallas (City)",1987,0,0,43,0,0,246,155,0,442057007
"TX: Dallas (City)",1988,0,0,33,0,0,255,145,0,442057007
"TX: Dallas (City)",1989,0,0,29,0,0,258,141,0,442057007
"TX: Dallas (City)",1990,0,0,28,0,0,264,134,0,442057007
"TX: Dallas (City)",1991,0,0,29,0,0,284,137,0,442057007
"TX: Dallas (City)",1992,0,0,25,0,0,283,127,0,442057007
"TX: Dallas (City)",1993,0,0,23,0,0,321,122,0,442057007
"TX: Dallas (City)",1994,0,0,23,0,0,263,122,0,442057007
"TX: Dallas (City)",1995,0,0,24,0,0,245,118,0,442057007
"TX: Dallas (City)",1996,0,0,23,0,0,253,147,0,442057007
"TX: Dallas (City)",1997,0,0,30,2,0,257,121,0,442057007
"TX: Dallas (City)",1998,0,0,24,2,0,267,121,0,442057007
"TX: Dallas (City)",1999,0,0,25,3,0,268,130,0,442057007
"TX: Dallas (City)",2000,0,0,24,4,0,253,137,0,442057007
"TX: Dallas (City)",2001,0,0,23,3,0,242,130,0,442057007
"TX: Dallas (City)",2002,0,0,25,2,0,265,142,0,442057007
"TX: Dallas (City)",2003,0,0,26,3,0,278,136,0,442057007
"TX: Dallas (City)",2004,0,0,25,2,0,281,148,0,442057007
"TX: Dallas (City)",2005,0,0,30,2,0,299,156,0,442057007
"TX: Dallas (City)",2006,0,0,33,7,0,278,148,2,442057007
"TX: Dallas (City)",2007,0,0,74,9,0,329,160,2,442057007
"TX: Dallas (City)",2008,0,0,34,13,0,327,167,2,442057007
"TX: Dallas (City)",2009,0,0,44,21,0,333,184,2,442057007
"TX: Dallas (City)",2010,0,0,40,9,0,353,173,2,442057007
"TX: Dallas (City)",2011,0,0,33,14,0,343,172,2,442057007
"TX: Dallas (City)",2012,0,0,27,16,0,311,166,1,442057007
"TX: Dallas (City)",2013,0,0,22,7,0,300,166,1,442057007
"TX: Dallas (City)",2014,0,0,18,8,0,311,161,1,442057007
"TX: Dallas (City)",2015,0,0,22,9,0,305,175,1,442057007
